-0.515	0.00802
-0.51	0.00795
-0.505	0.00787
-0.5	0.00779
-0.495	0.00771
-0.49	0.00764
-0.485	0.00755
-0.48	0.00748
-0.475	0.00741
-0.47	0.00732
-0.465	0.00725
-0.46	0.00717
-0.455	0.0071
-0.45	0.00701
-0.445	0.00694
-0.44	0.00685
-0.435	0.00678
-0.43	0.0067
-0.425	0.00663
-0.42	0.00655
-0.415	0.00647
-0.41	0.0064
-0.405	0.00631
-0.4	0.00624
-0.395	0.00616
-0.39	0.00608
-0.385	0.006
-0.38	0.00593
-0.375	0.00586
-0.37	0.00577
-0.365	0.0057
-0.36	0.00561
-0.355	0.00554
-0.35	0.00546
-0.345	0.00539
-0.34	0.0053
-0.335	0.00523
-0.33	0.00516
-0.325	0.00507
-0.32	0.005
-0.315	0.00491
-0.31	0.00484
-0.305	0.00476
-0.3	0.00469
-0.295	0.0046
-0.29	0.00453
-0.285	0.00444
-0.28	0.00437
-0.275	0.0043
-0.27	0.00421
-0.265	0.00414
-0.26	0.00406
-0.255	0.00399
-0.25	0.0039
-0.245	0.00383
-0.24	0.00374
-0.235	0.00367
-0.23	0.0036
-0.225	0.00352
-0.22	0.00344
-0.215	0.00336
-0.21	0.00329
-0.205	0.0032
-0.2	0.00313
-0.195	0.00304
-0.19	0.00297
-0.185	0.00288
-0.18	0.00281
-0.175	0.00274
-0.17	0.00266
-0.165	0.00258
-0.16	0.0025
-0.155	0.00243
-0.15	0.00234
-0.145	0.00227
-0.14	0.00218
-0.135	0.00211
-0.13	0.00204
-0.125	0.00196
-0.12	0.00188
-0.115	0.0018
-0.11	0.00173
-0.105	0.00164
-0.1	0.00157
-0.095	0.00148
-0.09	0.00141
-0.085	0.00134
-0.08	0.00125
-0.075	0.00118
-0.07	0.0011
-0.065	0.00102
-0.06	9.39125E-4
-0.055	8.66625E-4
-0.05	7.81602E-4
-0.045	7.09107E-4
-0.04	6.24619E-4
-0.035	5.52059E-4
-0.03	4.79477E-4
-0.025	3.94761E-4
-0.02	3.21882E-4
-0.015	2.37275E-4
-0.01	1.646E-4
-0.005	7.96896E-5
0	4.84788E-6

